ts_code,ann_date,end_date,audit_result,audit_agency,audit_sign
600610.SH,20190628,20181231,无法表示意见,中喜会计师事务所,"沈建平,陈昱池"
600610.SH,20180830,20171231,无法表示意见,四川华信(集团)会计师事务所,"唐方模,何寿福"
600610.SH,20180830,20171231,无法表示意见,四川华信(集团)会计师事务所,"唐方模,何寿福"
600610.SH,20170418,20161231,带强调事项段的无保留意见,亚太(集团)会计师事务所,"孙政军,徐海峰"
600610.SH,20140327,20131231,带强调事项段的无保留意见,众华会计师事务所,"戎凯宇,杨明"
600614.SH,20190426,20181231,无法表示意见,华普天健会计师事务所,"范学军,王英航,周仕洪"
600615.SH,20190426,20181231,保留意见,天健会计师事务所,"弋守川,华瑜"
600617.SH,20130427,20121231,带强调事项段的无保留意见,上海上会会计师事务所,"张晓荣,石东骏"
600617.SH,20120214,20111231,带强调事项段的无保留意见,上海上会会计师事务所,"张晓荣,王磊"
600617.SH,20110329,20101231,带强调事项段的无保留意见,上海上会会计师事务所,"张晓荣,王磊"
600617.SH,20100430,20091231,带强调事项段的无保留意见,上海上会会计师事务所,"张晓荣,王磊"
600634.SH,20190427,20181231,保留意见,中汇会计师事务所,"李宁,阮喆"
600634.SH,20180428,20171231,无法表示意见,众华会计师事务所,"李文祥,焦晓斌"
600634.SH,20130427,20121231,保留意见,上海上会会计师事务所,"刘小虎,沈佳云"
600634.SH,20110406,20101231,保留意见,上海上会会计师事务所,"沈佳云,倪颖"
600634.SH,20100429,20091231,无法表示意见,上海上会会计师事务所,"沈佳云,倪颖"
600654.SH,20190430,20181231,带强调事项段的无保留意见,大华会计师事务所,"于建永,赵金"
600654.SH,20180428,20171231,带强调事项段的无保留意见,大华会计师事务所,"于建永,赵金"
600654.SH,20170429,20161231,带强调事项段的无保留意见,大华会计师事务所,"于建永,赵金"
600666.SH,20190426,20181231,保留意见,大华会计师事务所,"于建永,段岩峰"
600667.SH,20100430,20091231,带强调事项段的无保留意见,江苏公证天业会计师事务所,"金章罗,赵焕琪"
600671.SH,20160203,20151231,带强调事项段的无保留意见,中审华寅五洲会计师事务所,"易冬,刘志民"
600671.SH,20150415,20141231,带强调事项段的无保留意见,中审华寅五洲会计师事务所,"易冬,刘志民"
600671.SH,20120428,20111231,保留意见,华寅会计师事务所,"李树建,尚国海"
600671.SH,20110430,20101231,保留意见,信永中和会计师事务所,"路清,吕淑艳"
600671.SH,20100429,20091231,保留意见,天健会计师事务所,"叶卫民,姜伟跃"
600677.SH,20170429,20161231,保留意见,天职国际会计师事务所,"汪吉军,施涛"
600678.SH,20170228,20161231,带强调事项段的无保留意见,中汇会计师事务所,"赵书阳,唐小琴"
600678.SH,20160422,20151231,带强调事项段的无保留意见,瑞华会计师事务所,"潘新华,张先发"
600678.SH,20120225,20111231,带强调事项段的无保留意见,中汇会计师事务所,"高峰,唐湘衡"
600678.SH,20110129,20101231,保留意见,中汇会计师事务所,"高峰,唐湘衡"
600678.SH,20100427,20091231,无法表示意见,信永中和会计师事务所,"罗建平,赵书阳"
600681.SH,20120428,20111231,带强调事项段的无保留意见,众环海华会计师事务所,"杨红青,刘定超"
600681.SH,20110303,20101231,带强调事项段的无保留意见,武汉众环会计师事务所,"杨红青,马朝永"
600681.SH,20100417,20091231,带强调事项段的无保留意见,武汉众环会计师事务所,"杨红青,马朝永"
600682.SH,20190426,20181231,带强调事项段的无保留意见,江苏苏亚金诚会计师事务所,"戴庭忠,王栩"
600687.SH,20190430,20181231,无法表示意见,众华会计师事务所,"孙立倩,黄恺"
600689.SH,20140414,20131231,带强调事项段的无保留意见,立信会计师事务所,"庄继宁,吴海燕"
600691.SH,20140425,20131231,带强调事项段的无保留意见,中勤万信会计师事务所,"张全成,梁海涌"
600691.SH,20120824,20120630,带强调事项段的无保留意见,信永中和会计师事务所,
600691.SH,20120328,20111231,带强调事项段的无保留意见,信永中和会计师事务所,"庄瑞兰,阳林"
600691.SH,20110824,20110630,无法表示意见,信永中和会计师事务所,"庄瑞兰,阳林"
600691.SH,20110430,20101231,无法表示意见,信永中和会计师事务所,"庄瑞兰,阳林"
600691.SH,20100421,20091231,无法表示意见,信永中和会计师事务所,"庄瑞兰,阳林"
600696.SH,20170328,20161231,保留意见,中喜会计师事务所,"李力,陈翔"
600696.SH,20150429,20141231,保留意见,中喜会计师事务所,"李力,马燕"
600698.SH,20120427,20111231,带强调事项段的无保留意见,大信会计师事务所,"胡咏华,刘世武"
600698.SH,20110331,20101231,带强调事项段的无保留意见,大信会计师事务所,"胡咏华,杨金学"
600699.SH,20110427,20101231,带强调事项段的无保留意见,中准会计师事务所,"刘昆,富强"
600699.SH,20100430,20091231,带强调事项段的无保留意见,中准会计师事务所,
600701.SH,20190430,20181231,保留意见,中准会计师事务所,"赵德权,徐运生"
600701.SH,20180428,20171231,无法表示意见,中准会计师事务所,"李丽,徐运生"
600705.SH,20120210,20111231,带强调事项段的无保留意见,大华会计师事务所,"董群先,姜韬"
600705.SH,20110430,20101231,带强调事项段的无保留意见,天健正信会计师事务所,"董群先,姜韬"
600705.SH,20100430,20091231,无法表示意见,天健正信会计师事务所,"董群先,姜韬"
600706.SH,20120308,20111231,带强调事项段的无保留意见,中磊会计师事务所,"黄菊,王越"
600706.SH,20110729,20110630,带强调事项段的无保留意见,中磊会计师事务所,"黄菊,王越"
600706.SH,20110129,20101231,带强调事项段的无保留意见,中磊会计师事务所,"王越,李官信"
600707.SH,20170317,20161231,带强调事项段的无保留意见,大信会计师事务所,"许峰,张玮"
600707.SH,20160325,20151231,带强调事项段的无保留意见,信永中和会计师事务所,"张昆,孙有航"
600707.SH,20150313,20141231,带强调事项段的无保留意见,信永中和会计师事务所,"张昆,王锋革"
600707.SH,20140306,20131231,带强调事项段的无保留意见,信永中和会计师事务所,"张昆,宗承勇"
600707.SH,20130329,20121231,带强调事项段的无保留意见,信永中和会计师事务所,"张昆,宗承勇"
600707.SH,20120329,20111231,带强调事项段的无保留意见,信永中和会计师事务所,"汪洋,宗承勇"
600710.SH,20160330,20151231,带强调事项段的无保留意见,信永中和会计师事务所,"王勇,陈军"
600710.SH,20150425,20141231,保留意见,信永中和会计师事务所,"张克东,陈军"
600713.SH,20120427,20111231,带强调事项段的无保留意见,天衡会计师事务所,"骆竞,陆德忠"
600715.SH,20150129,20141231,带强调事项段的无保留意见,瑞华会计师事务所,"徐超玉,杨磊"
600715.SH,20140807,20140630,带强调事项段的无保留意见,瑞华会计师事务所,"徐超玉,李建长"
600715.SH,20140424,20131231,带强调事项段的无保留意见,瑞华会计师事务所,"徐超玉,李建长"
600715.SH,20130720,20130630,带强调事项段的无保留意见,中准会计师事务所,"臧德盛,刘其东"
600715.SH,20130427,20121231,带强调事项段的无保留意见,中准会计师事务所,"臧德盛,刘其东"
600715.SH,20120427,20111231,带强调事项段的无保留意见,中准会计师事务所,"张福建,刘璐"
600715.SH,20110428,20101231,带强调事项段的无保留意见,中准会计师事务所,"刘璐,臧德盛"
600715.SH,20100429,20091231,带强调事项段的无保留意见,中准会计师事务所,"刘璐,臧德盛"
600721.SH,20190429,20181231,保留意见,瑞华会计师事务所,"杨化江,寻兴隆"
600725.SH,20190323,20181231,带强调事项段的无保留意见,中审众环会计师事务所,"方自维,代洁"
600725.SH,20180329,20171231,带强调事项段的无保留意见,大华会计师事务所,"胡进科,李承芳"
600725.SH,20170308,20161231,带强调事项段的无保留意见,大华会计师事务所,"胡进科,李承芳"
600725.SH,20160429,20151231,带强调事项段的无保留意见,大华会计师事务所,"胡进科,李承芳"
600732.SH,20160318,20151231,保留意见,众华会计师事务所,"楼光华,赵咏梅"
600742.SH,20160414,20151231,保留意见,瑞华会计师事务所,"张富根,徐伟东"
600747.SH,20190430,20181231,无法表示意见,希格玛会计师事务所,"桂标,刘一锋"
600747.SH,20180428,20171231,保留意见,中喜会计师事务所,"李力,马燕"
600747.SH,20170429,20161231,无法表示意见,中勤万信会计师事务所,"李跃龙,李勇"
600751.SH,20190427,20181231,带强调事项段的无保留意见,普华永道中天会计师事务所,"荆晟昀,陈如奕"
600751.SH,20180428,20171231,带强调事项段的无保留意见,普华永道中天会计师事务所,"段永强,陈如奕"
600751.SH,20120413,20111231,带强调事项段的无保留意见,五洲松德联合会计师事务所,"尹琳,梁雪萍"
600751.SH,20100420,20091231,带强调事项段的无保留意见,信永中和会计师事务所,"周海涛,梁莉"
600753.SH,20170330,20161231,带强调事项段的无保留意见,信永中和会计师事务所,"潘传云,李颖"
600753.SH,20160226,20151231,带强调事项段的无保留意见,信永中和会计师事务所,"潘传云,李颖"
600753.SH,20150430,20141231,保留意见,信永中和会计师事务所,"侯黎明,胡小琴"
600753.SH,20140430,20131231,保留意见,大信会计师事务所,"蔺怀阳,侯黎明"
600753.SH,20130426,20121231,保留意见,大信会计师事务所,"蔺怀阳,侯黎明"
600753.SH,20120427,20111231,保留意见,大信会计师事务所,"侯黎明,蔺怀阳"
600753.SH,20110429,20101231,保留意见,利安达会计师事务所,"孙莉,李耀堂"
600757.SH,20110315,20101231,带强调事项段的无保留意见,天职国际会计师事务所,"王传邦,胡国木"
600757.SH,20100330,20091231,无法表示意见,天职国际会计师事务所,"王传邦,叶慧"
600759.SH,20190427,20181231,带强调事项段的无保留意见,中汇会计师事务所,"况永宏,马东宇"
600760.SH,20160426,20151231,带强调事项段的无保留意见,北京中证天通会计师事务所,"戴波,姜长龄"
600760.SH,20150429,20141231,带强调事项段的无保留意见,北京中证天通会计师事务所,"戴波,张文森"
600760.SH,20110430,20101231,带强调事项段的无保留意见,中瑞岳华会计师事务所,"江晓云,冯涛"
600764.SH,20110329,20101231,带强调事项段的无保留意见,大信会计师事务所,"密惠红,邱桂华"
600764.SH,20100330,20091231,带强调事项段的无保留意见,大信会计师事务所,"密惠红,冯发明"
600766.SH,20120427,20111231,带强调事项段的无保留意见,众环海华会计师事务所,"谢峰,王郁"
600766.SH,20110430,20101231,保留意见,武汉众环会计师事务所,"王郁,肖昊来"
600768.SH,20190430,20181231,带强调事项段的无保留意见,天健会计师事务所,"张芹,黄锦洪"
600768.SH,20180403,20171231,带强调事项段的无保留意见,天健会计师事务所,"黄锦洪,张芹"
600768.SH,20170328,20161231,带强调事项段的无保留意见,天健会计师事务所,"毛晓东,黄锦洪"
600768.SH,20160412,20151231,带强调事项段的无保留意见,天健会计师事务所,"钟建国,张孟东"
600768.SH,20140429,20131231,带强调事项段的无保留意见,天健会计师事务所,"毛晓东,宁一锋"
600768.SH,20130402,20121231,带强调事项段的无保留意见,天健会计师事务所,"毛晓东,宁一锋"
600768.SH,20120424,20111231,带强调事项段的无保留意见,天健会计师事务所,"毛晓东,宁一锋"
600769.SH,20130427,20121231,带强调事项段的无保留意见,众环海华会计师事务所,"闵超,彭翔"
600769.SH,20120427,20111231,带强调事项段的无保留意见,众环海华会计师事务所,"王郁,闵超"
600771.SH,20130419,20121231,带强调事项段的无保留意见,中磊会计师事务所,"蒋淑霞,秦春芝"
600771.SH,20120424,20111231,带强调事项段的无保留意见,天健正信会计师事务所,"赵孔霞,王伟雄"
600771.SH,20110428,20101231,带强调事项段的无保留意见,天健正信会计师事务所,"赵孔霞,王伟雄"
600771.SH,20100430,20091231,无法表示意见,天健正信会计师事务所,"赵孔霞,王建峰"
600779.SH,20150430,20141231,保留意见,毕马威华振会计师事务所,"林建昆,陈轶"
600784.SH,20130730,20130630,保留意见,大信会计师事务所,"何政,田景智"
600792.SH,20110805,20110630,带强调事项段的无保留意见,中瑞岳华会计师事务所,"张彤,梅志刚"
600792.SH,20110328,20101231,带强调事项段的无保留意见,中瑞岳华会计师事务所,"梅志刚,张彤"
600792.SH,20100810,20100630,带强调事项段的无保留意见,中瑞岳华会计师事务所,"梅志刚,王军"
600792.SH,20100210,20091231,带强调事项段的无保留意见,中瑞岳华会计师事务所,"梅志刚,王军"
600793.SH,20170408,20161231,带强调事项段的无保留意见,四川华信(集团)会计师事务所,"刘均,李武林"
600793.SH,20160227,20151231,带强调事项段的无保留意见,四川华信(集团)会计师事务所,"刘均,李敏"
600793.SH,20100430,20091231,带强调事项段的无保留意见,信永中和会计师事务所,"蒋红武,何勇"
600800.SH,20190312,20181231,带强调事项段的无保留意见,瑞华会计师事务所,"宋长发,徐春"
600800.SH,20180412,20171231,带强调事项段的无保留意见,瑞华会计师事务所,"宋长发,徐春"
600800.SH,20170427,20161231,保留意见,瑞华会计师事务所,"宋长发,徐春"
600800.SH,20160415,20151231,带强调事项段的无保留意见,瑞华会计师事务所,"宋长发,徐春"
600800.SH,20150410,20141231,带强调事项段的无保留意见,瑞华会计师事务所,"宋长发,徐春"
600800.SH,20140429,20131231,保留意见,中审华寅五洲会计师事务所,"沈芳,王自勇"
600800.SH,20130425,20121231,带强调事项段的无保留意见,华寅五洲会计师事务所,"王自勇,沈芳"
600800.SH,20120330,20111231,带强调事项段的无保留意见,信永中和会计师事务所,"张萱,张菁"
600800.SH,20110409,20101231,带强调事项段的无保留意见,信永中和会计师事务所,"张萱,张菁"
600800.SH,20100310,20091231,带强调事项段的无保留意见,国富浩华会计师事务所,"宋长发,徐春"
600807.SH,20190413,20181231,带强调事项段的无保留意见,中兴华会计师事务所,"徐世欣,王洪德"
600807.SH,20180428,20171231,无法表示意见,瑞华会计师事务所,"刁云涛,李瑞红"
600810.SH,20160415,20151231,带强调事项段的无保留意见,立信会计师事务所,"杨东升,李花"
600815.SH,20190429,20181231,带强调事项段的无保留意见,致同会计师事务所,"许瑞生,郑伟平"
600815.SH,20170428,20161231,带强调事项段的无保留意见,致同会计师事务所,"熊建益,许瑞生"
600817.SH,20130427,20121231,带强调事项段的无保留意见,立信会计师事务所,"戴定毅,郑钢"
600817.SH,20120426,20111231,带强调事项段的无保留意见,立信会计师事务所,"戴定毅,郑钢"
600817.SH,20110430,20101231,带强调事项段的无保留意见,立信会计师事务所,"韩频,郑钢"
600817.SH,20100320,20091231,无法表示意见,上海众华沪银会计师事务所,"傅林生,陆仕敏"
600822.SH,20160430,20151231,带强调事项段的无保留意见,立信会计师事务所,"钱志昂,丁陈隆"
600822.SH,20150325,20141231,带强调事项段的无保留意见,立信会计师事务所,"钱志昂,丁陈隆"
600822.SH,20140429,20131231,带强调事项段的无保留意见,立信会计师事务所,"钱志昂,丁陈隆"
600844.SH,20190419,20181231,带强调事项段的无保留意见,中兴华会计师事务所,"靳军,夏仁俊"
600848.SH,20150317,20141231,带强调事项段的无保留意见,德勤华永会计师事务所,"原守清,顾嵛平"
600848.SH,20140328,20131231,带强调事项段的无保留意见,德勤华永会计师事务所,"原守清,顾嵛平"
600848.SH,20130329,20121231,带强调事项段的无保留意见,德勤华永会计师事务所,"原守清,吕润"
600848.SH,20120328,20111231,带强调事项段的无保留意见,德勤华永会计师事务所,"原守清,顾嵛平"
600848.SH,20110330,20101231,带强调事项段的无保留意见,德勤华永会计师事务所,"原守清,沈简文"
600848.SH,20100331,20091231,带强调事项段的无保留意见,立信会计师事务所,"周铮文,谭红梅"
600856.SH,20190430,20181231,保留意见,立信中联会计师事务所,"高凯,周赫然"
600857.SH,20180424,20171231,带强调事项段的无保留意见,立信会计师事务所,"周琪,何剑"
600857.SH,20170328,20161231,带强调事项段的无保留意见,立信会计师事务所,"周琪,何剑"
600868.SH,20100420,20091231,带强调事项段的无保留意见,广东正中珠江会计师事务所,"熊永忠,王旭彬"
600870.SH,20190330,20181231,带强调事项段的无保留意见,大信会计师事务所,"朱劲松,刘明"
600870.SH,20180426,20171231,带强调事项段的无保留意见,福建华兴会计师事务所,"江叶瑜,李卓良"
600870.SH,20170228,20161231,带强调事项段的无保留意见,福建华兴会计师事务所,"童益恭,李卓良"
600870.SH,20160326,20151231,带强调事项段的无保留意见,福建华兴会计师事务所,"童益恭,李卓良"
600870.SH,20150430,20141231,带强调事项段的无保留意见,福建华兴会计师事务所,"林霞,李卓良"
600870.SH,20140830,20140630,带强调事项段的无保留意见,福建华兴会计师事务所,"林霞,李卓良"
600870.SH,20140426,20131231,带强调事项段的无保留意见,福建华兴会计师事务所,"林霞,李卓良"
600876.SH,20100331,20091231,带强调事项段的无保留意见,大信会计师事务所,"索保国,乔冠芳"
600877.SH,20180326,20171231,带强调事项段的无保留意见,立信会计师事务所,"胡彬,贺顺祥"
600877.SH,20170429,20161231,带强调事项段的无保留意见,立信会计师事务所,"祁涛,龙勇"
600882.SH,20120317,20111231,带强调事项段的无保留意见,中瑞岳华会计师事务所,"张富根,彭军"
600885.SH,20120310,20111231,带强调事项段的无保留意见,众环海华会计师事务所,"杨红青,李武鹏"
600890.SH,20190427,20181231,带强调事项段的无保留意见,中审众环会计师事务所,"黄丽琼,张玲"
600890.SH,20180420,20171231,带强调事项段的无保留意见,中审众环会计师事务所,"黄丽琼,张玲"
600890.SH,20170429,20161231,带强调事项段的无保留意见,中审众环会计师事务所,"黄丽琼,张玲"
600890.SH,20160205,20151231,带强调事项段的无保留意见,瑞华会计师事务所,"夏宏林,史俊芳"
600890.SH,20150417,20141231,带强调事项段的无保留意见,瑞华会计师事务所,"夏宏林,吴飞飞"
600890.SH,20140325,20131231,带强调事项段的无保留意见,瑞华会计师事务所,"夏宏林,吴飞飞"
600890.SH,20130426,20121231,带强调事项段的无保留意见,中瑞岳华会计师事务所,"夏宏林,吴飞飞"
600890.SH,20120225,20111231,带强调事项段的无保留意见,中瑞岳华会计师事务所,"夏宏林,尹明"
600890.SH,20110319,20101231,带强调事项段的无保留意见,中天运会计师事务所,"刘红卫,骆彧"
600890.SH,20100416,20091231,带强调事项段的无保留意见,中天运会计师事务所,"刘红卫,骆彧"
600891.SH,20190430,20181231,无法表示意见,大信会计师事务所,"杜建,郭东星"
600891.SH,20170428,20161231,保留意见,瑞华会计师事务所,"李豫龙,李薇"
600891.SH,20150421,20141231,带强调事项段的无保留意见,瑞华会计师事务所,"田楠,张海洋"
600891.SH,20140426,20131231,带强调事项段的无保留意见,瑞华会计师事务所,"田楠,张海洋"
600891.SH,20130427,20121231,带强调事项段的无保留意见,利安达会计师事务所,"王纪,李耀堂"
600891.SH,20120428,20111231,保留意见,利安达会计师事务所,"王纪,张海洋"
600891.SH,20100429,20091231,带强调事项段的无保留意见,利安达会计师事务所,"田楠,魏娟"
600892.SH,20110225,20101231,带强调事项段的无保留意见,中喜会计师事务所,"高明来,霍巧红"
600892.SH,20100422,20091231,带强调事项段的无保留意见,中喜会计师事务所,"刘淑君,霍巧红"
600894.SH,20120211,20111231,带强调事项段的无保留意见,广东正中珠江会计师事务所,"蒋洪峰,姚静"
600898.SH,20120310,20111231,带强调事项段的无保留意见,山东天恒信会计师事务所,"张敬鸿,庞勇"
600898.SH,20110312,20101231,保留意见,山东天恒信会计师事务所,"李玉明,庞勇"
600898.SH,20100430,20091231,保留意见,国富浩华会计师事务所,"吴新民,张廷华"
600928.SH,20110104,20071231,带强调事项段的无保留意见,中天银会计师事务所陕西分所,
600928.SH,20110104,20061231,带强调事项段的无保留意见,中天银会计师事务所陕西分所,
600965.SH,20110326,20101231,保留意见,北京永拓会计师事务所,"潘高峰,廖翠红"
600966.SH,20140624,20131231,保留意见,瑞华会计师事务所,"王传顺,何峰"
600979.SH,20150430,20141231,带强调事项段的无保留意见,瑞华会计师事务所,"张卓,吴青松"
600986.SH,20110428,20101231,带强调事项段的无保留意见,北京天圆全会计师事务所,"谢东,任文君"
600986.SH,20100428,20091231,保留意见,北京天圆全会计师事务所,"李知好,于翠莲"
600988.SH,20120312,20111231,带强调事项段的无保留意见,大信会计师事务所,"刘抗琴,刘经进"
600988.SH,20110328,20101231,保留意见,大信会计师事务所,"刘经进,李顺利"
600988.SH,20100428,20091231,保留意见,大信会计师事务所,"揭明,刘经进"
601177.SH,20170408,20161231,带强调事项段的无保留意见,天健会计师事务所,"傅芳芳,林权"
601258.SH,20190430,20181231,保留意见,立信会计师事务所,"常明,姜巍"
601518.SH,20150403,20141231,带强调事项段的无保留意见,天健会计师事务所,"张希文,刘洁"
601519.SH,20160429,20151231,带强调事项段的无保留意见,立信会计师事务所,"葛勤,黄海"
601558.SH,20190330,20181231,带强调事项段的无保留意见,中汇会计师事务所,"谢贤庆,黄平"
601558.SH,20180331,20171231,带强调事项段的无保留意见,中汇会计师事务所,"谢贤庆,黄平"
601558.SH,20170425,20161231,带强调事项段的无保留意见,中汇会计师事务所,"张滨滨,金晓青"
601558.SH,20160416,20151231,带强调事项段的无保留意见,中汇会计师事务所,"谢贤庆,张滨滨"
601558.SH,20150428,20141231,带强调事项段的无保留意见,中汇会计师事务所,"谢贤庆,张滨滨"
601558.SH,20140430,20131231,保留意见,瑞华会计师事务所,"刘洪跃,王志伟"
601579.SH,20190417,20181231,带强调事项段的无保留意见,天健会计师事务所,"林国雄,张琳"
601618.SH,20120330,20111231,带强调事项段的无保留意见,普华永道中天会计师事务所,"赵建荣,林林"
601860.SH,20140428,20131231,保留意见,信永中和会计师事务所南京分所,
601860.SH,20130430,20121231,保留意见,江苏天华大彭会计师事务所,
601860.SH,20120308,20111231,保留意见,中天银会计师事务所江苏分所,
601880.SH,20180327,20171231,保留意见,普华永道中天会计师事务所,"关兆文,薛昕玉"
601901.SH,20150430,20141231,带强调事项段的无保留意见,天健会计师事务所,"魏五军,张恩学"
601975.SH,20150417,20141231,带强调事项段的无保留意见,信永中和会计师事务所,"树新,冯光辉"
601975.SH,20140322,20131231,无法表示意见,信永中和会计师事务所,"树新,廖志勇"
601975.SH,20130420,20121231,保留意见,信永中和会计师事务所,"树新,廖志勇"
601985.SH,20110217,20091231,带强调事项段的无保留意见,信永中和会计师事务所,
603111.SH,20190430,20181231,带强调事项段的无保留意见,江苏苏亚金诚会计师事务所,"黄根进,钱美琴"
603227.SH,20160426,20151231,带强调事项段的无保留意见,大华会计师事务所,"张艳红,刘国辉"
603355.SH,20190427,20181231,带强调事项段的无保留意见,信永中和会计师事务所,"叶胜平,提汝明"
603555.SH,20180428,20171231,带强调事项段的无保留意见,天健会计师事务所,"黄志恒,章天赐"
603996.SH,20190430,20181231,保留意见,天健会计师事务所,"徐晋波,吴长木"
